year,name,Filings,Evictions
2013,t3109200,18,9
2013,t3109300,27,14
2013,t3109700,19,6
2013,t3110000,13,2
2013,t3110400,12,1
2013,t3110500,14,4
2013,t3110800,13,6
2013,t3110900,11,2
2013,t3111100,10,4
2013,t3125500,19,8
2013,t3125600,15,5
2013,t3125700,67,28
2013,t3125800,50,24
2013,t3125900,16,5
2013,t3126000,54,20
2013,t3126100,48,12
2013,t3126200,29,9
2014,t3000101,11,4
2014,t3000102,64,33
2014,t3000300,27,9
2014,t3001100,12,4
2014,t3001700,17,8
2014,t3002200,32,17
2014,t3002700,54,27
2014,t3003200,23,11
2014,t3003300,36,10
2014,t3005901,37,13
2014,t3005902,45,20
2014,t3006800,62,29
2014,t3007700,32,14
2014,t3007801,29,8
2014,t3008200,58,24
2014,t3008300,13,5
2014,t3008400,21,5
2014,t3008500,24,9
2014,t3009500,10,3
2014,t3009600,14,3
2014,t3011800,14,2
2014,t3012003,29,13
2014,t3012101,47,23
2014,t3020200,77,27
2014,t3020301,15,7
2014,t3020302,13,5
2014,t3020304,10,3
2014,t3020400,44,15
2014,t3020500,20,8
2014,t3020700,11,4
2014,t3020804,17,5
2014,t3020903,12,4
2014,t3021001,40,15
2014,t3021200,18,7
2014,t3021300,35,19
2014,t3021400,14,5
2014,t3021501,21,5
2014,t3021502,19,6
2014,t3021503,19,6
2014,t3021504,17,7
2014,t3021505,20,6
2014,t3021602,11,4
2014,t3021700,10,2
2014,t3022200,11,3
2014,t3022302,41,22
2014,t3022400,31,17
2014,t3022700,22,14
2014,t3022901,13,4
2014,t3023000,27,5
2014,t3023200,46,18
2014,t3023300,31,9
2014,t3023400,34,13
2014,t3024003,14,4
2014,t3024100,10,4
2014,t3024300,28,15
2014,t3024400,25,7
2014,t3024600,12,4
2014,t3024801,10,3
2014,t3024802,18,7
2014,t3024903,38,13
2014,t3025100,43,14
2014,t3025201,24,11
2014,t3025401,15,3
2014,t3025403,20,8
2014,t3025601,14,2
2014,t3025605,14,1
2014,t3025906,22,8
2014,t3026006,11,6
2014,t3026007,13,3
2014,t3026015,15,4
2014,t3026019,13,8
2014,t3026020,11,3
2014,t3026104,23,4
2014,t3026207,23,7
2014,t3026301,14,9
2014,t3026402,20,8
2014,t3026505,16,10
2014,t3026507,13,9
2014,t3026508,11,4
2014,t3026510,10,2
2014,t3026511,21,5
2014,t3026512,23,4
2014,t3026514,65,26
2014,t3026606,11,2
2014,t3026611,15,5
2014,t3026612,23,6
2014,t3026702,14,6
2014,t3026714,13,5
2014,t3026807,62,24
2014,t3026809,131,43
2014,t3026810,93,42
2014,t3026811,31,10
2014,t3026812,17,4
2014,t3026814,20,4
2014,t3026815,22,6
2014,t3026816,29,4
2014,t3026818,21,6
2014,t3026819,175,80
2014,t3026820,17,4
2014,t3026822,16,7
2014,t3026903,11,2
2014,t3026906,14,1
2014,t3026907,24,7
2014,t3026910,19,3
2014,t3027001,10,6
2014,t3027002,15,4
2014,t3027102,23,4
2014,t3027203,10,3
2014,t3027501,14,5
2014,t3027602,11,5
2014,t3027700,11,5
2014,t3100200,59,24
2014,t3100400,59,26
2014,t3100500,16,3
2014,t3100700,40,22
2014,t3100800,60,30
2014,t3100900,96,47
2014,t3101300,23,6
2014,t3101600,66,30
2014,t3101800,18,5
2014,t3101900,28,9
2014,t3102000,47,18
2014,t3102100,63,35
2014,t3102300,54,27
2014,t3102500,22,6
2014,t3102600,25,10
2014,t3102800,54,20
2014,t3102900,27,13
2014,t3103100,29,9
2014,t3103400,33,18
2014,t3103700,18,10
2014,t3104000,12,4
2014,t3104100,36,17
2014,t3104400,16,4
2014,t3104800,34,14
2014,t3104900,12,8
2014,t3105204,39,22
2014,t3105400,33,16
2014,t3105500,10,4
2014,t3105600,41,16
2014,t3105700,101,40
2014,t3106000,30,7
2014,t3106200,27,13
2014,t3106500,14,4
2014,t3106700,31,11
2014,t3106900,20,5
2014,t3107000,39,17
2014,t3107400,11,4
2014,t3108600,16,9
2014,t3108700,20,9
2014,t3108800,45,19
2014,t3109200,16,11
2014,t3109300,19,9
2014,t3109400,12,6
2014,t3109700,13,6
2014,t3110900,12,1
2014,t3122500,13,3
2014,t3125500,14,5
2014,t3125600,11,4
2014,t3125700,88,43
2014,t3125800,57,23
2014,t3125900,28,15
2014,t3126000,40,16
2014,t3126100,47,14
2014,t3126200,12,8
2015,t3000101,10,3
2015,t3000102,52,19
2015,t3000300,21,5
2015,t3001100,10,2
2015,t3001700,16,7
2015,t3002200,35,16
2015,t3002400,17,3
2015,t3002700,27,10
2015,t3003200,10,4
2015,t3003300,40,15
2015,t3003800,17,7
2015,t3005901,35,11
2015,t3005902,34,15
2015,t3006800,52,24
2015,t3007700,38,19
2015,t3007801,27,11
2015,t3008200,44,19
2015,t3008400,11,3
2015,t3008500,34,11
2015,t3009500,16,4
2015,t3009600,11,3
2015,t3011000,10,5
2015,t3012003,25,6
2015,t3012101,38,13
2015,t3012102,10,2
2015,t3020200,47,11
2015,t3020301,16,3
2015,t3020304,12,2
2015,t3020400,29,8
2015,t3020500,20,4
2015,t3020700,13,2
2015,t3020804,22,6
2015,t3020902,12,5
2015,t3021001,25,9
2015,t3021200,16,6
2015,t3021300,46,18
2015,t3021400,12,4
2015,t3021501,27,9
2015,t3021502,30,12
2015,t3021504,16,5
2015,t3021505,26,5
2015,t3021602,11,2
2015,t3022101,23,8
2015,t3022102,12,6
2015,t3022302,27,14
2015,t3022400,22,9
2015,t3022700,14,4
2015,t3022901,13,5
2015,t3023000,27,9
2015,t3023200,55,19
2015,t3023300,39,14
2015,t3023400,31,8
2015,t3024003,15,3
2015,t3024400,19,9
2015,t3024802,29,10
2015,t3024903,19,5
2015,t3025100,15,5
2015,t3025201,18,4
2015,t3025302,11,3
2015,t3025401,13,5
2015,t3025403,12,5
2015,t3025605,19,6
2015,t3025701,26,10
2015,t3025702,18,2
2015,t3025803,11,4
2015,t3025903,11,2
2015,t3025906,22,9
2015,t3026007,19,5
2015,t3026015,18,3
2015,t3026019,22,8
2015,t3026104,17,6
2015,t3026207,39,8
2015,t3026301,26,3
2015,t3026402,36,18
2015,t3026403,11,3
2015,t3026505,12,5
2015,t3026508,20,4
2015,t3026511,19,3
2015,t3026512,12,4
2015,t3026514,48,13
2015,t3026807,53,13
2015,t3026809,184,65
2015,t3026810,71,32
2015,t3026811,26,7
2015,t3026814,19,6
2015,t3026815,15,4
2015,t3026816,25,8
2015,t3026818,24,9
2015,t3026819,139,58
2015,t3026822,11,2
2015,t3026903,11,6
2015,t3026906,16,6
2015,t3026910,18,7
2015,t3027002,13,5
2015,t3027203,16,6
2015,t3027300,15,5
2015,t3027501,23,11
2015,t3027601,11,7
2015,t3027602,10,3
2015,t3100200,58,17
2015,t3100400,48,23
2015,t3100500,10,3
2015,t3100700,42,10
2015,t3100800,78,40
2015,t3100900,111,46
2015,t3101300,41,16
2015,t3101600,90,35
2015,t3101800,19,4
2015,t3101900,32,8
2015,t3102000,39,13
2015,t3102100,64,28
2015,t3102300,59,27
2015,t3102500,24,11
2015,t3102600,18,6
2015,t3102800,61,21
2015,t3102900,13,1
2015,t3103100,21,11
2015,t3103400,36,16
2015,t3103600,12,3
2015,t3103700,18,6
2015,t3103900,26,14
2015,t3104000,23,9
2015,t3104100,44,13
2015,t3104400,22,12
2015,t3104800,33,13
2015,t3104900,41,21
2015,t3105204,37,17
2015,t3105400,35,16
2015,t3105600,50,24
2015,t3105700,83,36
2015,t3106000,32,12
2015,t3106200,28,11
2015,t3106400,10,3
2015,t3106700,28,8
2015,t3106900,19,7
2015,t3107000,18,7
2015,t3107400,10,5
2015,t3108600,19,5
2015,t3108700,16,8
2015,t3108800,29,9
2015,t3109300,19,12
2015,t3109400,10,7
2015,t3109700,12,3
2015,t3109900,10,4
2015,t3110400,17,3
2015,t3110500,14,5
2015,t3125500,12,2
2015,t3125600,47,14
2015,t3125700,78,31
2015,t3125800,51,18
2015,t3125900,32,12
2015,t3126000,34,8
2015,t3126100,46,21
2015,t3126200,17,11
2016,t3000101,17,4
2016,t3000102,50,20
2016,t3000300,17,8
2016,t3000601,13,7
2016,t3001700,15,4
2016,t3002200,22,15
2016,t3002400,10,5
2016,t3002700,26,7
2016,t3003200,14,5
2016,t3003300,37,14
2016,t3003800,27,13
2016,t3005901,42,15
2016,t3005902,35,18
2016,t3006800,40,20
2016,t3007700,46,21
2016,t3007801,13,5
2016,t3008200,41,9
2016,t3008300,13,5
2016,t3008500,40,13
2016,t3009500,22,8
2016,t3009600,16,5
2016,t3012003,37,6
2016,t3012101,29,10
2016,t3012102,15,9
2016,t3020200,52,20
2016,t3020301,15,2
2016,t3020302,12,4
2016,t3020303,12,3
2016,t3020304,10,3
2016,t3020400,44,18
2016,t3020500,14,3
2016,t3020700,14,7
2016,t3020804,41,7
2016,t3020903,10,3
2016,t3021001,16,10
2016,t3021100,12,8
2016,t3021200,20,6
2016,t3021300,31,12
2016,t3021501,29,9
2016,t3021502,12,5
2016,t3021503,15,7
2016,t3021505,30,12
2016,t3021601,12,6
2016,t3021602,12,2
2016,t3022101,15,6
2016,t3022302,15,8
2016,t3022400,31,16
2016,t3022700,14,2
2016,t3022901,11,3
2016,t3023000,48,12
2016,t3023200,54,17
2016,t3023300,40,9
2016,t3023400,16,4
2016,t3024003,17,5
2016,t3024100,11,2
2016,t3024300,26,12
2016,t3024400,15,4
2016,t3024801,11,4
2016,t3024802,33,12
2016,t3024903,23,5
2016,t3025100,24,4
2016,t3025201,22,7
2016,t3025205,21,8
2016,t3025302,12,2
2016,t3025403,15,6
2016,t3025605,10,2
2016,t3025701,16,9
2016,t3025702,10,3
2016,t3025801,23,8
2016,t3025903,15,4
2016,t3025906,31,9
2016,t3026006,15,3
2016,t3026007,17,4
2016,t3026019,16,7
2016,t3026104,17,5
2016,t3026207,25,11
2016,t3026301,15,1
2016,t3026402,20,10
2016,t3026508,14,3
2016,t3026511,26,13
2016,t3026514,62,21
2016,t3026612,10,1
2016,t3026710,12,6
2016,t3026712,11,3
2016,t3026714,14,3
2016,t3026807,36,9
2016,t3026809,182,51
2016,t3026810,60,24
2016,t3026811,21,11
2016,t3026814,16,3
2016,t3026816,32,10
2016,t3026818,26,10
2016,t3026819,113,34
2016,t3026822,11,3
2016,t3026903,12,3
2016,t3026906,11,1
2016,t3026907,11,3
2016,t3026910,23,8
2016,t3027203,12,6
2016,t3027300,14,5
2016,t3027501,16,5
2016,t3027601,11,4
2016,t3027700,10,2
2016,t3100200,35,12
2016,t3100400,29,11
2016,t3100700,33,12
2016,t3100800,62,24
2016,t3100900,110,45
2016,t3101300,28,13
2016,t3101600,66,28
2016,t3101800,21,7
2016,t3101900,27,7
2016,t3102000,28,17
2016,t3102100,73,30
2016,t3102300,43,16
2016,t3102500,23,10
2016,t3102600,15,7
2016,t3102800,51,23
2016,t3102900,11,6
2016,t3103100,20,7
2016,t3103400,40,14
2016,t3103700,11,3
2016,t3103900,20,9
2016,t3104000,20,10
2016,t3104100,24,12
2016,t3104400,15,5
2016,t3104800,29,18
2016,t3104900,45,23
2016,t3105201,13,3
2016,t3105204,29,13
2016,t3105400,28,12
2016,t3105600,33,15
2016,t3105700,68,25
2016,t3106000,30,7
2016,t3106200,22,7
2016,t3106500,14,7
2016,t3106700,19,8
2016,t3106900,23,8
2016,t3107000,22,8
2016,t3108000,10,3
2016,t3108600,16,2
2016,t3108700,10,5
2016,t3108800,35,15
2016,t3109100,12,4
2016,t3109300,26,10
2016,t3109400,10,3
2016,t3110500,10,4
2016,t3110800,16,4
2016,t3111500,12,4
2016,t3125500,12,4
2016,t3125600,15,5
2016,t3125700,81,31
2016,t3125800,47,17
2016,t3125900,41,13
2016,t3126000,27,12
2016,t3126100,58,17
2016,t3126200,29,13
2017,t3000101,15,7
2017,t3000102,43,14
2017,t3000300,11,5
2017,t3002200,26,12
2017,t3002700,23,9
2017,t3003200,19,11
2017,t3003300,33,16
2017,t3003800,25,10
2017,t3005901,44,20
2017,t3005902,42,24
2017,t3006800,33,15
2017,t3007700,30,18
2017,t3007801,12,5
2017,t3008200,43,18
2017,t3008500,28,12
2017,t3009500,14,7
2017,t3009600,14,6
2017,t3012003,21,9
2017,t3012101,20,9
2017,t3020200,52,21
2017,t3020301,17,1
2017,t3020302,11,4
2017,t3020303,11,2
2017,t3020400,28,13
2017,t3020500,17,7
2017,t3020600,13,5
2017,t3020700,11,6
2017,t3020804,29,7
2017,t3021001,23,10
2017,t3021200,10,4
2017,t3021300,41,19
2017,t3021400,12,4
2017,t3021501,18,5
2017,t3021502,10,5
2017,t3021503,22,7
2017,t3021504,10,3
2017,t3021505,30,7
2017,t3021601,10,4
2017,t3021602,20,6
2017,t3022101,15,4
2017,t3022102,19,6
2017,t3022200,14,7
2017,t3022302,18,5
2017,t3022400,15,8
2017,t3022700,20,7
2017,t3022901,12,7
2017,t3023000,18,6
2017,t3023200,31,11
2017,t3023300,34,10
2017,t3023400,24,9
2017,t3024300,15,3
2017,t3024400,16,4
2017,t3024600,10,4
2017,t3024802,21,9
2017,t3024903,21,7
2017,t3025100,32,10
2017,t3025201,12,5
2017,t3025205,14,4
2017,t3025302,10,4
2017,t3025403,11,3
2017,t3025605,14,3
2017,t3025701,15,5
2017,t3025801,17,5
2017,t3025903,19,5
2017,t3025906,56,25
2017,t3026007,16,6
2017,t3026019,39,18
2017,t3026104,11,6
2017,t3026207,20,9
2017,t3026301,23,3
2017,t3026402,16,5
2017,t3026507,12,3
2017,t3026508,19,7
2017,t3026511,17,6
2017,t3026512,10,5
2017,t3026514,29,12
2017,t3026611,12,3
2017,t3026612,21,1
2017,t3026702,16,6
2017,t3026710,17,4
2017,t3026714,17,7
2017,t3026807,38,20
2017,t3026809,152,49
2017,t3026810,65,32
2017,t3026811,14,7
2017,t3026812,10,6
2017,t3026814,10,6
2017,t3026815,10,2
2017,t3026816,30,13
2017,t3026818,24,15
2017,t3026819,133,68
2017,t3026822,22,6
2017,t3026906,12,5
2017,t3026909,10,2
2017,t3026910,19,8
2017,t3027300,13,2
2017,t3027501,12,5
2017,t3027601,10,2
2017,t3027700,10,5
2017,t3100200,47,22
2017,t3100400,46,20
2017,t3100700,34,12
2017,t3100800,56,25
2017,t3100900,72,32
2017,t3101300,54,19
2017,t3101600,65,31
2017,t3101800,13,5
2017,t3101900,18,7
2017,t3102000,36,18
2017,t3102100,41,24
2017,t3102300,39,17
2017,t3102500,12,5
2017,t3102800,48,21
2017,t3102900,10,3
2017,t3103100,15,8
2017,t3103400,65,19
2017,t3103600,38,11
2017,t3103700,22,4
2017,t3104000,22,11
2017,t3104100,25,14
2017,t3104400,33,15
2017,t3104800,31,15
2017,t3104900,39,16
2017,t3105201,10,3
2017,t3105204,53,17
2017,t3105400,68,18
2017,t3105600,48,24
2017,t3105700,53,19
2017,t3106000,23,6
2017,t3106200,27,6
2017,t3106700,21,11
2017,t3106900,25,14
2017,t3107000,28,7
2017,t3108600,13,5
2017,t3108700,19,12
2017,t3108800,43,14
2017,t3109200,16,7
2017,t3109300,19,8
2017,t3110400,10,3
2017,t3110500,16,2
2017,t3125600,11,8
2017,t3125700,60,32
2017,t3125800,49,12
2017,t3125900,44,16
2017,t3126000,42,17
2017,t3126100,56,16
2017,t3126200,40,18
2018,t3000102,46,26
2018,t3002200,18,9
2018,t3002400,11,5
2018,t3002700,30,12
2018,t3003300,38,19
2018,t3003800,33,10
2018,t3005901,39,22
2018,t3005902,35,19
2018,t3006800,21,8
2018,t3007700,35,12
2018,t3007801,19,7
2018,t3008200,36,16
2018,t3008500,16,7
2018,t3009600,16,7
2018,t3012003,26,8
2018,t3012101,24,13
2018,t3020200,53,22
2018,t3020301,16,3
2018,t3020302,13,4
2018,t3020304,10,7
2018,t3020400,30,9
2018,t3020500,11,4
2018,t3020700,18,3
2018,t3020804,15,4
2018,t3021001,26,12
2018,t3021002,13,5
2018,t3021200,12,3
2018,t3021300,34,19
2018,t3021400,12,3
2018,t3021501,14,1
2018,t3021502,25,10
2018,t3021503,21,10
2018,t3021504,13,7
2018,t3021505,30,5
2018,t3021602,10,4
2018,t3022000,13,3
2018,t3022101,15,2
2018,t3022102,16,10
2018,t3022200,22,14
2018,t3022302,13,6
2018,t3022400,18,12
2018,t3022700,10,3
2018,t3023000,20,6
2018,t3023200,44,18
2018,t3023300,15,5
2018,t3023400,18,8
2018,t3024004,11,6
2018,t3024005,12,5
2018,t3024100,12,2
2018,t3024300,12,8
2018,t3024400,24,7
2018,t3024600,11,5
2018,t3024802,37,11
2018,t3024903,22,4
2018,t3025100,31,19
2018,t3025201,16,8
2018,t3025701,13,8
2018,t3025702,10,2
2018,t3025801,17,7
2018,t3025903,18,8
2018,t3025906,45,25
2018,t3026006,12,1
2018,t3026007,26,11
2018,t3026018,11,3
2018,t3026019,32,12
2018,t3026104,12,5
2018,t3026207,44,17
2018,t3026301,15,1
2018,t3026402,12,4
2018,t3026507,14,7
2018,t3026508,17,5
2018,t3026511,21,10
2018,t3026514,49,15
2018,t3026611,10,6
2018,t3026612,11,5
2018,t3026710,17,11
2018,t3026714,15,5
2018,t3026807,41,16
2018,t3026809,122,35
2018,t3026810,104,48
2018,t3026811,20,10
2018,t3026814,10,3
2018,t3026816,25,9
2018,t3026818,13,9
2018,t3026819,167,77
2018,t3026822,10,5
2018,t3026906,12,4
2018,t3026907,11,5
2018,t3026910,30,14
2018,t3027002,13,5
2018,t3027501,13,6
2018,t3100200,42,17
2018,t3100400,46,21
2018,t3100700,36,18
2018,t3100800,55,29
2018,t3100900,76,29
2018,t3101300,44,24
2018,t3101600,65,29
2018,t3102000,24,8
2018,t3102100,37,20
2018,t3102300,42,19
2018,t3102500,18,9
2018,t3102800,46,22
2018,t3102900,11,6
2018,t3103100,15,4
2018,t3103400,35,14
2018,t3103600,40,12
2018,t3103700,19,9
2018,t3104000,13,6
2018,t3104100,24,12
2018,t3104400,24,14
2018,t3104800,31,10
2018,t3104900,30,16
2018,t3105201,12,9
2018,t3105204,53,24
2018,t3105400,26,13
2018,t3105600,51,24
2018,t3105700,56,29
2018,t3106000,20,5
2018,t3106200,13,5
2018,t3106700,16,7
2018,t3106900,16,8
2018,t3107000,15,3
2018,t3108800,30,17
2018,t3125700,50,32
2018,t3125800,41,15
2018,t3125900,35,15
2018,t3126000,36,18
2018,t3126100,70,24
2018,t3126200,21,10
2019,t3000101,13,4
2019,t3000102,39,25
2019,t3000300,12,7
2019,t3000601,10,6
2019,t3001700,11,4
2019,t3002200,23,13
2019,t3002400,21,9
2019,t3002700,23,5
2019,t3003200,14,5
2019,t3003300,27,15
2019,t3003800,34,16
2019,t3005901,36,14
2019,t3005902,34,17
2019,t3006800,46,18
2019,t3007700,45,16
2019,t3007801,19,6
2019,t3008200,41,13
2019,t3008300,12,5
2019,t3008400,11,3
2019,t3008500,12,5
2019,t3009500,10,3
2019,t3012003,31,17
2019,t3012101,15,9
2019,t3020200,44,14
2019,t3020301,19,9
2019,t3020302,13,6
2019,t3020303,10,4
2019,t3020304,16,6
2019,t3020400,51,27
2019,t3020500,12,8
2019,t3020804,20,5
2019,t3021001,17,6
2019,t3021200,23,4
2019,t3021300,35,19
2019,t3021400,15,7
2019,t3021501,20,8
2019,t3021502,19,10
2019,t3021503,15,6
2019,t3021504,12,1
2019,t3021505,31,5
2019,t3021900,10,7
2019,t3022101,26,8
2019,t3022102,10,3
2019,t3022200,11,7
2019,t3022302,24,10
2019,t3022400,10,7
2019,t3022700,25,11
2019,t3022802,10,2
2019,t3023000,14,5
2019,t3023200,38,19
2019,t3023300,11,7
2019,t3023400,21,9
2019,t3023501,10,3
2019,t3024004,15,6
2019,t3024005,10,7
2019,t3024300,13,9
2019,t3024600,13,5
2019,t3024801,11,5
2019,t3024802,28,14
2019,t3024903,16,5
2019,t3025100,28,17
2019,t3025701,13,4
2019,t3025702,22,8
2019,t3025801,21,7
2019,t3025903,20,10
2019,t3025906,55,30
2019,t3026007,22,8
2019,t3026015,13,4
2019,t3026019,39,15
2019,t3026104,22,10
2019,t3026207,21,6
2019,t3026301,14,5
2019,t3026402,14,5
2019,t3026403,15,3
2019,t3026507,14,6
2019,t3026508,16,5
2019,t3026511,21,12
2019,t3026512,11,6
2019,t3026514,77,37
2019,t3026710,26,14
2019,t3026712,15,5
2019,t3026714,18,6
2019,t3026715,15,6
2019,t3026807,43,19
2019,t3026809,134,53
2019,t3026810,123,67
2019,t3026811,11,3
2019,t3026814,10,4
2019,t3026816,31,11
2019,t3026818,20,9
2019,t3026819,291,126
2019,t3026907,35,7
2019,t3026910,24,10
2019,t3100200,36,19
2019,t3100400,26,10
2019,t3100700,26,15
2019,t3100800,45,20
2019,t3100900,63,31
2019,t3101300,24,11
2019,t3101600,53,27
2019,t3101800,13,7
2019,t3101900,17,7
2019,t3102000,40,15
2019,t3102100,36,16
2019,t3102300,31,17
2019,t3102500,20,10
2019,t3102800,37,9
2019,t3103100,13,3
2019,t3103400,54,26
2019,t3103600,24,11
2019,t3103700,20,6
2019,t3104100,13,4
2019,t3104400,24,19
2019,t3104800,34,15
2019,t3104900,27,16
2019,t3105201,14,7
2019,t3105204,53,33
2019,t3105400,33,18
2019,t3105600,61,35
2019,t3105700,35,15
2019,t3106200,10,3
2019,t3106700,20,9
2019,t3106900,20,8
2019,t3107000,23,15
2019,t3108000,14,7
2019,t3108700,10,5
2019,t3108800,27,10
2019,t3109100,10,3
2019,t3109200,17,8
2019,t3109300,18,8
2019,t3109400,13,8
2019,t3110400,14,7
2019,t3125700,41,19
2019,t3125800,45,16
2019,t3125900,46,24
2019,t3126000,32,13
2019,t3126100,62,34
2019,t3126200,30,13
2020,t3023200,11,2
2020,t3026511,12,5
2020,t3026809,18,7
2020,t3026810,14,6
2020,t3026819,36,14
2020,t3100900,13,3
2020,t3105600,15,3
2020,t3126100,13,3